0,,,
0.002778,-3.800202,0.84504,1.399037
0.005556,-3.800205,0.846235,1.399809
0.008333,-3.800203,0.845852,1.399774
0.011111,-3.800178,0.846262,1.399821
0.013889,-3.800183,0.846232,1.399802
0.016667,-3.800208,0.846206,1.399806
0.019444,-3.800221,0.84605,1.399767
0.022222,-3.800225,0.845911,1.399673
0.025,-3.800204,0.846225,1.399796
0.027778,-3.800201,0.846243,1.399809
0.030556,-3.800126,0.846308,1.399806
0.033333,-3.80018,0.845019,1.39901
0.036111,-3.800206,0.846226,1.399801
0.038889,-3.800236,0.846198,1.399771
0.041667,-3.800176,0.846265,1.399824
0.044444,-3.800193,0.846206,1.399802
0.047222,-3.800137,0.84635,1.399855
0.05,-3.800207,0.846265,1.399792
0.052778,-3.800209,0.846209,1.399772
0.055556,-3.800207,0.846268,1.399822
0.058333,-3.800202,0.846251,1.399812
0.061111,-3.800204,0.846085,1.399804
0.063889,-3.800224,0.846182,1.399789
0.066667,-3.800416,0.844955,1.399058
0.069444,-3.800201,0.846204,1.399761
0.072222,-3.8002,0.846213,1.399804
0.075,-3.800299,0.844936,1.398632
0.077778,-3.800201,0.846038,1.399765
0.080556,-3.800226,0.846137,1.399764
0.083333,-3.800203,0.846185,1.399824
0.086111,-3.80019,0.845923,1.399823
0.088889,,,
0.091667,-3.800215,0.846185,1.399799
0.094444,-3.800174,0.845871,1.399803
0.097222,-3.800226,0.846019,1.399749
0.1,-3.800228,0.846211,1.399788
0.102778,-3.800227,0.84621,1.399795
0.105556,-3.800339,0.84524,1.398984
0.108333,-3.800197,0.846239,1.399802
0.111111,-3.800211,0.846237,1.3998
0.113889,-3.800224,0.845939,1.399702
0.116667,-3.800148,0.846352,1.399842
0.119444,-3.800194,0.845117,1.399035
0.122222,-3.800197,0.846251,1.399822
0.125,-3.800184,0.846116,1.399814
0.127778,-3.800189,0.845843,1.399784
0.130556,-3.800187,0.846251,1.399816
0.133333,-3.800167,0.846283,1.39984
0.136111,-3.800204,0.846266,1.399809
0.138889,-3.800532,0.844817,1.398516
0.141667,-3.800129,0.846283,1.399782
0.144444,-3.800134,0.84629,1.399792
0.147222,-3.800205,0.845059,1.399026
0.15,-3.800227,0.846193,1.399782
0.152778,-3.800243,0.846149,1.399779
0.155556,-3.800222,0.845967,1.399714
0.158333,-3.800184,0.846228,1.399802
0.161111,-3.800198,0.846267,1.399809
0.163889,-3.800176,0.846197,1.399819
0.166667,-3.800206,0.846226,1.399788
0.169444,-3.800201,0.846254,1.399795
0.172222,-3.8002,0.846317,1.399832
0.175,-3.800207,0.846262,1.399818
0.177778,-3.800215,0.846233,1.399805
0.180556,-3.8002,0.846237,1.399818
0.183333,-3.800261,0.845848,1.399642
0.186111,-3.80025,0.84585,1.399629
0.188889,-3.800229,0.846217,1.399774
0.191667,-3.800211,0.846222,1.399797
0.194444,-3.800201,0.846243,1.399793
0.197222,-3.800203,0.846229,1.399799
0.2,-3.800195,0.846305,1.399826
0.202778,-3.800175,0.846281,1.399847
0.205556,,,
0.208333,-3.800206,0.845088,1.399016
0.211111,-3.800219,0.846197,1.399804
0.213889,-3.800193,0.846223,1.399806
0.216667,-3.80022,0.846193,1.399795
0.219444,-3.80019,0.845834,1.399771
0.222222,,,
0.225,-3.800209,0.84585,1.399761
0.227778,-3.800115,0.846407,1.399859
0.230556,-3.8002,0.846232,1.3998
0.233333,-3.800164,0.84511,1.399076
0.236111,-3.800215,0.846215,1.399796
0.238889,-3.800204,0.846212,1.399798
0.241667,-3.800213,0.846211,1.399784
0.244444,-3.800216,0.846188,1.399775
0.247222,-3.800115,0.846266,1.399857
0.25,-3.800234,0.845956,1.39966
0.252778,-3.800173,0.846339,1.399833
0.255556,-3.800191,0.845058,1.399043
0.258333,-3.800181,0.846253,1.399838
0.261111,-3.80016,0.845897,1.399831
0.263889,-3.8002,0.846212,1.399799
0.266667,-3.800213,0.846086,1.399786
0.269444,-3.800207,0.846257,1.399803
0.272222,-3.800227,0.846143,1.399774
0.275,-3.800208,0.846263,1.399817
0.277778,-3.800226,0.846235,1.39977
0.280556,-3.800209,0.846233,1.399773
0.283333,-3.800219,0.8462,1.399783
0.286111,-3.800215,0.8462,1.399778
0.288889,-3.800321,0.84532,1.399036
0.291667,-3.800189,0.846224,1.399805
0.294444,-3.800184,0.846235,1.39982
0.297222,-3.800199,0.846211,1.399791
0.3,-3.800192,0.846286,1.399838
0.302778,-3.800197,0.846224,1.39979
0.305556,-3.800177,0.845137,1.399066
0.308333,-3.800257,0.845372,1.399487
0.311111,-3.800227,0.846209,1.39979
0.313889,-3.800223,0.844959,1.398961
0.316667,-3.800196,0.846225,1.399806
0.319444,-3.800197,0.846214,1.399808
0.322222,-3.800332,0.844857,1.398601
0.325,-3.80022,0.846196,1.399781
0.327778,-3.800211,0.845791,1.399757
0.330556,-3.800213,0.846081,1.399759
0.333333,-3.800242,0.845933,1.399686
0.336111,-3.800219,0.846228,1.399786
0.338889,-3.800234,0.845873,1.399648
0.341667,-3.8002,0.846242,1.399781
0.344444,,,
0.347222,-3.80017,0.846102,1.399796
0.35,-3.800169,0.845101,1.399052
0.352778,,,
0.355556,,,
0.358333,-3.800219,0.84508,1.39901
0.361111,-3.800223,0.846211,1.399792
0.363889,,,
0.366667,-3.80024,0.846142,1.399752
0.369444,-3.800209,0.846215,1.399782
0.372222,-3.800215,0.846064,1.399781
0.375,-3.800233,0.84621,1.399805
0.377778,-3.800214,0.845032,1.399013
0.380556,-3.800216,0.846241,1.399803
0.383333,-3.800225,0.846221,1.399809
0.386111,-3.800217,0.846189,1.3998
0.388889,-3.800171,0.846306,1.399818
0.391667,-3.8002,0.846221,1.3998
0.394444,-3.800188,0.846236,1.39979
0.397222,-3.800208,0.846146,1.399791
0.4,-3.800211,0.846058,1.399763
0.402778,-3.800251,0.846133,1.399788
0.405556,-3.800211,0.846211,1.399793
0.408333,-3.800265,0.845794,1.39962
0.411111,-3.800216,0.846181,1.399764
0.413889,-3.800305,0.844903,1.398616
0.416667,-3.800203,0.84508,1.399008
0.419444,-3.800214,0.846221,1.39981
0.422222,-3.800236,0.8462,1.399788
0.425,-3.800203,0.846067,1.399779
0.427778,-3.800209,0.846255,1.399824
0.430556,-3.800195,0.845808,1.399772
0.433333,-3.800205,0.846255,1.399822
0.436111,-3.8002,0.846265,1.39981
0.438889,-3.80017,0.846319,1.399841
0.441667,-3.800207,0.846216,1.399805
0.444444,-3.800207,0.846157,1.399759
0.447222,-3.800213,0.846273,1.3998
0.45,-3.80021,0.846255,1.399807
0.452778,-3.800202,0.846264,1.399779
0.455556,-3.800081,0.846473,1.399905
0.458333,-3.800235,0.845941,1.399671
0.461111,-3.800197,0.845972,1.399791
0.463889,-3.800188,0.84623,1.399808
0.466667,-3.80021,0.845029,1.399014
0.469444,-3.800229,0.84622,1.399803
0.472222,-3.800249,0.846211,1.399754
0.475,-3.800255,0.845776,1.399583
0.477778,-3.800202,0.846219,1.399788
0.480556,-3.800156,0.846348,1.399832
0.483333,-3.800224,0.846242,1.399791
0.486111,-3.800185,0.846275,1.399844
0.488889,-3.800138,0.846342,1.39983
0.491667,-3.80021,0.846192,1.399795
0.494444,-3.800211,0.846214,1.399788
0.497222,-3.800148,0.846299,1.399837
0.5,-3.800201,0.846241,1.399792
0.502778,-3.800219,0.846159,1.399756
0.505556,-3.800214,0.846166,1.399764
0.508333,-3.800202,0.846219,1.399788
0.511111,-3.800228,0.84619,1.399775
0.513889,-3.800221,0.846049,1.399785
0.516667,-3.800216,0.84618,1.399787
0.519444,-3.800216,0.846248,1.3998
0.522222,-3.80021,0.846176,1.39979
0.525,-3.80017,0.846328,1.399846
0.527778,-3.80022,0.846202,1.399786
0.530556,-3.800195,0.84627,1.399813
0.533333,-3.800122,0.846429,1.39991
0.536111,-3.800117,0.84622,1.399703
0.538889,-3.800194,0.846094,1.399795
0.541667,-3.800205,0.846197,1.399791
0.544444,-3.800132,0.846381,1.399839
0.547222,-3.800226,0.846207,1.399784
0.55,-3.800214,0.846222,1.399802
0.552778,-3.800214,0.845805,1.399765
0.555556,-3.800097,0.846357,1.399827
0.558333,-3.800225,0.846249,1.399784
0.561111,-3.800191,0.845086,1.399028
0.563889,-3.800211,0.846218,1.399809
0.566667,-3.80024,0.845901,1.39967
0.569444,-3.800237,0.845874,1.399638
0.572222,-3.800415,0.84494,1.399053
0.575,-3.800219,0.846207,1.399802
0.577778,,,
0.580556,-3.80043,0.844949,1.399043
0.583333,-3.800204,0.846282,1.39982
0.586111,-3.800179,0.845047,1.399028
0.588889,-3.800221,0.84624,1.399803
0.591667,-3.800175,0.845116,1.399049
0.594444,-3.800211,0.846208,1.399779
0.597222,-3.8002,0.846253,1.399817
0.6,-3.800199,0.84624,1.399809
0.602778,-3.800235,0.845854,1.399634
0.605556,-3.800172,0.846285,1.399827
0.608333,-3.800219,0.84623,1.399804
0.611111,-3.800199,0.846149,1.399673
0.613889,-3.800197,0.846089,1.399786
0.616667,-3.800203,0.846065,1.399782
0.619444,-3.800195,0.845111,1.399051
0.622222,-3.800206,0.8451,1.39903
0.625,-3.800157,0.846186,1.399642
0.627778,-3.800249,0.845722,1.399696
0.630556,-3.800216,0.846303,1.399798
0.633333,-3.80021,0.845827,1.399758
0.636111,,,
0.638889,-3.800223,0.846216,1.399807
0.641667,-3.80019,0.846225,1.399811
0.644444,-3.800321,0.845344,1.399046
0.647222,-3.800186,0.846038,1.399833
0.65,-3.800197,0.846077,1.399788
0.652778,-3.800126,0.846445,1.399915
0.655556,-3.800192,0.846288,1.399832
0.658333,-3.800211,0.84506,1.399015
0.661111,-3.800217,0.845073,1.399037
0.663889,-3.8002,0.846261,1.399812
0.666667,-3.800202,0.846267,1.399806
0.669444,-3.800145,0.84633,1.399846
0.672222,-3.800222,0.845857,1.399645
0.675,-3.800177,0.845024,1.399045
0.677778,-3.80014,0.846333,1.399856
0.680556,-3.800185,0.846164,1.399816
0.683333,-3.800212,0.846251,1.399812
0.686111,-3.80022,0.846171,1.39977
0.688889,-3.800205,0.846192,1.399786
0.691667,-3.800247,0.84616,1.399753
0.694444,-3.800219,0.846104,1.399601
0.697222,-3.800207,0.846201,1.399784
0.7,-3.800227,0.846263,1.399794
0.702778,-3.800216,0.844957,1.398982
0.705556,-3.8002,0.846197,1.399806
0.708333,-3.800178,0.846269,1.399842
0.711111,-3.800179,0.846297,1.399842
0.713889,-3.800195,0.845999,1.399713
0.716667,-3.800172,0.845114,1.399071
0.719444,-3.800217,0.846255,1.39981
0.722222,-3.800211,0.846271,1.399826
0.725,-3.800233,0.846196,1.39979
0.727778,-3.800212,0.846188,1.399776
0.730556,-3.800237,0.844959,1.398976
0.733333,-3.800225,0.846197,1.399806
0.736111,-3.800225,0.84618,1.399792
0.738889,-3.800189,0.846303,1.399809
0.741667,-3.8002,0.846201,1.399813
0.744444,-3.800211,0.846203,1.3998
0.747222,-3.800188,0.846238,1.399809
0.75,-3.800206,0.846227,1.399783
0.752778,-3.800177,0.846294,1.399828
0.755556,-3.800198,0.846261,1.39982
0.758333,-3.800212,0.84506,1.399009
0.761111,-3.800235,0.846184,1.399774
0.763889,-3.800364,0.844747,1.398559
0.766667,-3.800205,0.846187,1.399812
0.769444,-3.800232,0.846155,1.399766
0.772222,-3.800213,0.846231,1.399804
0.775,-3.800204,0.846191,1.399779
0.777778,-3.800194,0.846229,1.399791
0.780556,-3.800177,0.845078,1.399024
0.783333,-3.800166,0.845077,1.39903
0.786111,-3.800152,0.84629,1.399822
0.788889,-3.800181,0.846217,1.399795
0.791667,-3.800227,0.846202,1.399791
0.794444,-3.800203,0.845848,1.399756
0.797222,-3.800209,0.846225,1.39981
0.8,-3.800199,0.84622,1.399797
0.802778,-3.800205,0.846102,1.399781
0.805556,-3.800078,0.846462,1.399906
0.808333,-3.800211,0.846212,1.399777
0.811111,-3.800204,0.846188,1.399795
0.813889,-3.800175,0.846285,1.399838
0.816667,-3.800194,0.846206,1.39979
0.819444,-3.800372,0.84525,1.398997
0.822222,-3.800127,0.846351,1.399828
0.825,-3.800212,0.84601,1.399758
0.827778,-3.800231,0.846184,1.39977
0.830556,-3.80044,0.844901,1.399012
0.833333,-3.800223,0.846187,1.399782
0.836111,-3.8002,0.846228,1.399802
0.838889,-3.800224,0.846222,1.399799
0.841667,-3.800181,0.846282,1.399818
0.844444,-3.800196,0.846239,1.399812
0.847222,-3.800204,0.846219,1.399801
0.85,-3.800092,0.846276,1.399713
0.852778,-3.800201,0.846196,1.399794
0.855556,-3.800207,0.846193,1.399777
0.858333,-3.80021,0.84626,1.399801
0.861111,,,
0.863889,-3.800251,0.846141,1.399743
0.866667,-3.800129,0.846335,1.399719
0.869444,-3.800227,0.845053,1.399009
0.872222,-3.80022,0.846217,1.399792
0.875,-3.800199,0.846072,1.39977
0.877778,-3.800206,0.846207,1.399806
0.880556,-3.800192,0.846265,1.399797
0.883333,-3.800199,0.846277,1.399832
